card_name,part_img,set,images
Marauding Looter,Marauding Looter.jpg,Ixalan,data\Ixalan\imgs\Marauding Looter.jpg
March of the Drowned,March of the Drowned.jpg,Ixalan,data\Ixalan\imgs\March of the Drowned.jpg
Mark of the Vampire,Mark of the Vampire.jpg,Ixalan,data\Ixalan\imgs\Mark of the Vampire.jpg
"Mavren Fein, Dusk Apostle","Mavren Fein, Dusk Apostle.jpg",Ixalan,"data\Ixalan\imgs\Mavren Fein, Dusk Apostle.jpg"
Merfolk Branchwalker,Merfolk Branchwalker.jpg,Ixalan,data\Ixalan\imgs\Merfolk Branchwalker.jpg
Mountain,Mountain.jpg,Ixalan,data\Ixalan\imgs\Mountain.jpg
Navigator's Ruin,Navigator's Ruin.jpg,Ixalan,data\Ixalan\imgs\Navigator's Ruin.jpg
Nest Robber,Nest Robber.jpg,Ixalan,data\Ixalan\imgs\Nest Robber.jpg
New Horizons,New Horizons.jpg,Ixalan,data\Ixalan\imgs\New Horizons.jpg
Old-Growth Dryads,Old-Growth Dryads.jpg,Ixalan,data\Ixalan\imgs\Old-Growth Dryads.jpg
One With the Wind,One With the Wind.jpg,Ixalan,data\Ixalan\imgs\One With the Wind.jpg
Opt,Opt.jpg,Ixalan,data\Ixalan\imgs\Opt.jpg
Otepec Huntmaster,Otepec Huntmaster.jpg,Ixalan,data\Ixalan\imgs\Otepec Huntmaster.jpg
Overflowing Insight,Overflowing Insight.jpg,Ixalan,data\Ixalan\imgs\Overflowing Insight.jpg
Paladin of the Bloodstained,Paladin of the Bloodstained.jpg,Ixalan,data\Ixalan\imgs\Paladin of the Bloodstained.jpg
Perilous Voyage,Perilous Voyage.jpg,Ixalan,data\Ixalan\imgs\Perilous Voyage.jpg
Pillar of Origins,Pillar of Origins.jpg,Ixalan,data\Ixalan\imgs\Pillar of Origins.jpg
Pious Interdiction,Pious Interdiction.jpg,Ixalan,data\Ixalan\imgs\Pious Interdiction.jpg
Pirate's Cutlass,Pirate's Cutlass.jpg,Ixalan,data\Ixalan\imgs\Pirate's Cutlass.jpg
Pirate's Prize,Pirate's Prize.jpg,Ixalan,data\Ixalan\imgs\Pirate's Prize.jpg
Plains,Plains.jpg,Ixalan,data\Ixalan\imgs\Plains.jpg
Pounce,Pounce.jpg,Ixalan,data\Ixalan\imgs\Pounce.jpg
Priest of the Wakening Sun,Priest of the Wakening Sun.jpg,Ixalan,data\Ixalan\imgs\Priest of the Wakening Sun.jpg
Prosperous Pirates,Prosperous Pirates.jpg,Ixalan,data\Ixalan\imgs\Prosperous Pirates.jpg
Prying Blade,Prying Blade.jpg,Ixalan,data\Ixalan\imgs\Prying Blade.jpg
Pterodon Knight,Pterodon Knight.jpg,Ixalan,data\Ixalan\imgs\Pterodon Knight.jpg
Queen's Agent,Queen's Agent.jpg,Ixalan,data\Ixalan\imgs\Queen's Agent.jpg
Queen's Bay Soldier,Queen's Bay Soldier.jpg,Ixalan,data\Ixalan\imgs\Queen's Bay Soldier.jpg
Queen's Commission,Queen's Commission.jpg,Ixalan,data\Ixalan\imgs\Queen's Commission.jpg
Raging Swordtooth,Raging Swordtooth.jpg,Ixalan,data\Ixalan\imgs\Raging Swordtooth.jpg
Raiders' Wake,Raiders' Wake.jpg,Ixalan,data\Ixalan\imgs\Raiders' Wake.jpg
Rallying Roar,Rallying Roar.jpg,Ixalan,data\Ixalan\imgs\Rallying Roar.jpg
Rampaging Ferocidon,Rampaging Ferocidon.jpg,Ixalan,data\Ixalan\imgs\Rampaging Ferocidon.jpg
Ranging Raptors,Ranging Raptors.jpg,Ixalan,data\Ixalan\imgs\Ranging Raptors.jpg
Raptor Companion,Raptor Companion.jpg,Ixalan,data\Ixalan\imgs\Raptor Companion.jpg
Raptor Hatchlin,Raptor Hatchling.jpg,Ixalan,data\Ixalan\imgs\Raptor Hatchling.jpg
Ravenous Daggertooth,Ravenous Daggertooth.jpg,Ixalan,data\Ixalan\imgs\Ravenous Daggertooth.jpg
Regisaur Alpha,Regisaur Alpha.jpg,Ixalan,data\Ixalan\imgs\Regisaur Alpha.jpg
Repeating Barrage,Repeating Barrage.jpg,Ixalan,data\Ixalan\imgs\Repeating Barrage.jpg
Revel in Riches,Revel in Riches.jpg,Ixalan,data\Ixalan\imgs\Revel in Riches.jpg
Rigging Runner,Rigging Runner.jpg,Ixalan,data\Ixalan\imgs\Rigging Runner.jpg
Rile,Rile.jpg,Ixalan,data\Ixalan\imgs\Rile.jpg
Ripjaw Raptor,Ripjaw Raptor.jpg,Ixalan,data\Ixalan\imgs\Ripjaw Raptor.jpg
Ritual of Rejuvenation,Ritual of Rejuvenation.jpg,Ixalan,data\Ixalan\imgs\Ritual of Rejuvenation.jpg
River Heralds' Boon,River Heralds' Boon.jpg,Ixalan,data\Ixalan\imgs\River Heralds' Boon.jpg
River Sneak,River Sneak.jpg,Ixalan,data\Ixalan\imgs\River Sneak.jpg
River's Rebuke,River's Rebuke.jpg,Ixalan,data\Ixalan\imgs\River's Rebuke.jpg
Rootbound Cra,Rootbound Crag.jpg,Ixalan,data\Ixalan\imgs\Rootbound Crag.jpg
Rowdy Crew,Rowdy Crew.jpg,Ixalan,data\Ixalan\imgs\Rowdy Crew.jpg
Ruin Raider,Ruin Raider.jpg,Ixalan,data\Ixalan\imgs\Ruin Raider.jpg
Rummaging Goblin,Rummaging Goblin.jpg,Ixalan,data\Ixalan\imgs\Rummaging Goblin.jpg
Run Aground,Run Aground.jpg,Ixalan,data\Ixalan\imgs\Run Aground.jpg
Ruthless Knave,Ruthless Knave.jpg,Ixalan,data\Ixalan\imgs\Ruthless Knave.jpg
Sailor of Means,Sailor of Means.jpg,Ixalan,data\Ixalan\imgs\Sailor of Means.jpg
Sanctum Seeker,Sanctum Seeker.jpg,Ixalan,data\Ixalan\imgs\Sanctum Seeker.jpg
Sanguine Sacrament,Sanguine Sacrament.jpg,Ixalan,data\Ixalan\imgs\Sanguine Sacrament.jpg
Savage Stom,Savage Stomp.jpg,Ixalan,data\Ixalan\imgs\Savage Stomp.jpg
Seekers' Squire,Seekers' Squire.jpg,Ixalan,data\Ixalan\imgs\Seekers' Squire.jpg
Sentinel Totem,Sentinel Totem.jpg,Ixalan,data\Ixalan\imgs\Sentinel Totem.jpg
Settle the Wreckage,Settle the Wreckage.jpg,Ixalan,data\Ixalan\imgs\Settle the Wreckage.jpg
Shadowed Caravel,Shadowed Caravel.jpg,Ixalan,data\Ixalan\imgs\Shadowed Caravel.jpg
Shaper Apprentice,Shaper Apprentice.jpg,Ixalan,data\Ixalan\imgs\Shaper Apprentice.jpg
Shapers of Nature,Shapers of Nature.jpg,Ixalan,data\Ixalan\imgs\Shapers of Nature.jpg
Shapers' Sanctuary,Shapers' Sanctuary.jpg,Ixalan,data\Ixalan\imgs\Shapers' Sanctuary.jpg
Sheltering Light,Sheltering Light.jpg,Ixalan,data\Ixalan\imgs\Sheltering Light.jpg
Shining Aerosaur,Shining Aerosaur.jpg,Ixalan,data\Ixalan\imgs\Shining Aerosaur.jpg
Shipwreck Looter,Shipwreck Looter.jpg,Ixalan,data\Ixalan\imgs\Shipwreck Looter.jpg
Shore Keeper,Shore Keeper.jpg,Ixalan,data\Ixalan\imgs\Shore Keeper.jpg
Siren Lookout,Siren Lookout.jpg,Ixalan,data\Ixalan\imgs\Siren Lookout.jpg
Siren Stormtamer,Siren Stormtamer.jpg,Ixalan,data\Ixalan\imgs\Siren Stormtamer.jpg
Siren's Ruse,Siren's Ruse.jpg,Ixalan,data\Ixalan\imgs\Siren's Ruse.jpg
Skittering Heartstopper,Skittering Heartstopper.jpg,Ixalan,data\Ixalan\imgs\Skittering Heartstopper.jpg
Skulduggery,Skulduggery.jpg,Ixalan,data\Ixalan\imgs\Skulduggery.jpg
Sky Terror,Sky Terror.jpg,Ixalan,data\Ixalan\imgs\Sky Terror.jpg
Skyblade of the Legion,Skyblade of the Legion.jpg,Ixalan,data\Ixalan\imgs\Skyblade of the Legion.jpg
Skymarch Bloodletter,Skymarch Bloodletter.jpg,Ixalan,data\Ixalan\imgs\Skymarch Bloodletter.jpg
Slash of Talons,Slash of Talons.jpg,Ixalan,data\Ixalan\imgs\Slash of Talons.jpg
Sleek Schooner,Sleek Schooner.jpg,Ixalan,data\Ixalan\imgs\Sleek Schooner.jpg
Slice in Twain,Slice in Twain.jpg,Ixalan,data\Ixalan\imgs\Slice in Twain.jpg
Snapping Sailback,Snapping Sailback.jpg,Ixalan,data\Ixalan\imgs\Snapping Sailback.jpg
Sorcerous Spyglass,Sorcerous Spyglass.jpg,Ixalan,data\Ixalan\imgs\Sorcerous Spyglass.jpg
Spell Pierce,Spell Pierce.jpg,Ixalan,data\Ixalan\imgs\Spell Pierce.jpg
Spell Swindle,Spell Swindle.jpg,Ixalan,data\Ixalan\imgs\Spell Swindle.jpg
Spike-Tailed Ceratops,Spike-Tailed Ceratops.jpg,Ixalan,data\Ixalan\imgs\Spike-Tailed Ceratops.jpg
Spreading Rot,Spreading Rot.jpg,Ixalan,data\Ixalan\imgs\Spreading Rot.jpg
Star of Extinction,Star of Extinction.jpg,Ixalan,data\Ixalan\imgs\Star of Extinction.jpg
Steadfast Armasaur,Steadfast Armasaur.jpg,Ixalan,data\Ixalan\imgs\Steadfast Armasaur.jpg
Stone Quarry,Stone Quarry.jpg,Ixalan,data\Ixalan\imgs\Stone Quarry.jpg
Storm Fleet Aerialist,Storm Fleet Aerialist.jpg,Ixalan,data\Ixalan\imgs\Storm Fleet Aerialist.jpg
Storm Fleet Arsonist,Storm Fleet Arsonist.jpg,Ixalan,data\Ixalan\imgs\Storm Fleet Arsonist.jpg
Storm Fleet Pyromancer,Storm Fleet Pyromancer.jpg,Ixalan,data\Ixalan\imgs\Storm Fleet Pyromancer.jpg
Storm Fleet Spy,Storm Fleet Spy.jpg,Ixalan,data\Ixalan\imgs\Storm Fleet Spy.jpg
Storm Sculptor,Storm Sculptor.jpg,Ixalan,data\Ixalan\imgs\Storm Sculptor.jpg
Sun-Blessed Mount,Sun-Blessed Mount.jpg,Ixalan,data\Ixalan\imgs\Sun-Blessed Mount.jpg
Sun-Crowned Hunters,Sun-Crowned Hunters.jpg,Ixalan,data\Ixalan\imgs\Sun-Crowned Hunters.jpg
Sunbird's Invocation,Sunbird's Invocation.jpg,Ixalan,data\Ixalan\imgs\Sunbird's Invocation.jpg
Sunpetal Grove,Sunpetal Grove.jpg,Ixalan,data\Ixalan\imgs\Sunpetal Grove.jpg
Sunrise Seeker,Sunrise Seeker.jpg,Ixalan,data\Ixalan\imgs\Sunrise Seeker.jpg
Sure Strike,Sure Strike.jpg,Ixalan,data\Ixalan\imgs\Sure Strike.jpg
Swam,Swamp.jpg,Ixalan,data\Ixalan\imgs\Swamp.jpg
Swashbucklin,Swashbuckling.jpg,Ixalan,data\Ixalan\imgs\Swashbuckling.jpg
Sword-Point Diplomacy,Sword-Point Diplomacy.jpg,Ixalan,data\Ixalan\imgs\Sword-Point Diplomacy.jpg
Tempest Caller,Tempest Caller.jpg,Ixalan,data\Ixalan\imgs\Tempest Caller.jpg
Territorial Hammerskull,Territorial Hammerskull.jpg,Ixalan,data\Ixalan\imgs\Territorial Hammerskull.jpg
Thrash of Raptors,Thrash of Raptors.jpg,Ixalan,data\Ixalan\imgs\Thrash of Raptors.jpg
Thundering Spineback,Thundering Spineback.jpg,Ixalan,data\Ixalan\imgs\Thundering Spineback.jpg
Tilonalli's Knight,Tilonalli's Knight.jpg,Ixalan,data\Ixalan\imgs\Tilonalli's Knight.jpg
Tilonalli's Skinshifter,Tilonalli's Skinshifter.jpg,Ixalan,data\Ixalan\imgs\Tilonalli's Skinshifter.jpg
Tishana's Wayfinder,Tishana's Wayfinder.jpg,Ixalan,data\Ixalan\imgs\Tishana's Wayfinder.jpg
"Tishana, Voice of Thunder","Tishana, Voice of Thunder.jpg",Ixalan,"data\Ixalan\imgs\Tishana, Voice of Thunder.jpg"
Tocatli Honor Guard,Tocatli Honor Guard.jpg,Ixalan,data\Ixalan\imgs\Tocatli Honor Guard.jpg
Trove of Temptation,Trove of Temptation.jpg,Ixalan,data\Ixalan\imgs\Trove of Temptation.jpg
Unclaimed Territory,Unclaimed Territory.jpg,Ixalan,data\Ixalan\imgs\Unclaimed Territory.jpg
Unfriendly Fire,Unfriendly Fire.jpg,Ixalan,data\Ixalan\imgs\Unfriendly Fire.jpg
Unknown Shores,Unknown Shores.jpg,Ixalan,data\Ixalan\imgs\Unknown Shores.jpg
Vampire's Zeal,Vampire's Zeal.jpg,Ixalan,data\Ixalan\imgs\Vampire's Zeal.jpg
Vanquish the Weak,Vanquish the Weak.jpg,Ixalan,data\Ixalan\imgs\Vanquish the Weak.jpg
Vanquisher's Banner,Vanquisher's Banner.jpg,Ixalan,data\Ixalan\imgs\Vanquisher's Banner.jpg
Verdant Rebirth,Verdant Rebirth.jpg,Ixalan,data\Ixalan\imgs\Verdant Rebirth.jpg
Verdant Sun's Avatar,Verdant Sun's Avatar.jpg,Ixalan,data\Ixalan\imgs\Verdant Sun's Avatar.jpg
Vicious Conquistador,Vicious Conquistador.jpg,Ixalan,data\Ixalan\imgs\Vicious Conquistador.jpg
Vineshaper Mystic,Vineshaper Mystic.jpg,Ixalan,data\Ixalan\imgs\Vineshaper Mystic.jpg
"Vona, Butcher of Magan","Vona, Butcher of Magan.jpg",Ixalan,"data\Ixalan\imgs\Vona, Butcher of Magan.jpg"
Vraska's Contempt,Vraska's Contempt.jpg,Ixalan,data\Ixalan\imgs\Vraska's Contempt.jpg
"Vraska, Relic Seeker","Vraska, Relic Seeker.jpg",Ixalan,"data\Ixalan\imgs\Vraska, Relic Seeker.jpg"
Wakening Sun's Avatar,Wakening Sun's Avatar.jpg,Ixalan,data\Ixalan\imgs\Wakening Sun's Avatar.jpg
Waker of the Wilds,Waker of the Wilds.jpg,Ixalan,data\Ixalan\imgs\Waker of the Wilds.jpg
Walk the Plank,Walk the Plank.jpg,Ixalan,data\Ixalan\imgs\Walk the Plank.jpg
Wanted Scoundrels,Wanted Scoundrels.jpg,Ixalan,data\Ixalan\imgs\Wanted Scoundrels.jpg
Watertrap Weaver,Watertrap Weaver.jpg,Ixalan,data\Ixalan\imgs\Watertrap Weaver.jpg
Wildgrowth Walker,Wildgrowth Walker.jpg,Ixalan,data\Ixalan\imgs\Wildgrowth Walker.jpg
Wily Goblin,Wily Goblin.jpg,Ixalan,data\Ixalan\imgs\Wily Goblin.jpg
Wind Strider,Wind Strider.jpg,Ixalan,data\Ixalan\imgs\Wind Strider.jpg
Woodland Stream,Woodland Stream.jpg,Ixalan,data\Ixalan\imgs\Woodland Stream.jpg
Accursed Horde,Accursed Horde.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Accursed Horde.jpg
Act of Heroism,Act of Heroism.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Act of Heroism.jpg
Aerial Guide,Aerial Guide.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Aerial Guide.jpg
Ambuscade,Ambuscade.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Ambuscade.jpg
Angel of the God-Pharaoh,Angel of the God-Pharaoh.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Angel of the God-Pharaoh.jpg
Aven of Enduring Hope,Aven of Enduring Hope.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Aven of Enduring Hope.jpg
Aven Reedstalker,Aven Reedstalker.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Aven Reedstalker.jpg
Avid Reclaimer,Avid Reclaimer.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Avid Reclaimer.jpg
Banewhip Punisher,Banewhip Punisher.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Banewhip Punisher.jpg
Bloodwater Entity,Bloodwater Entity.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Bloodwater Entity.jpg
Brambleweft Behemoth,Brambleweft Behemoth.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Brambleweft Behemoth.jpg
Burning-Fist Minotaur,Burning-Fist Minotaur.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Burning-Fist Minotaur.jpg
Carrion Screecher,Carrion Screecher.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Carrion Screecher.jpg
Chandra's Defeat,Chandra's Defeat.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Chandra's Defeat.jpg
Cinder Barrens,Cinder Barrens.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Cinder Barrens.jpg
Countervailing Winds,Countervailing Winds.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Countervailing Winds.jpg
Crook of Condemnation,Crook of Condemnation.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Crook of Condemnation.jpg
Crypt of the Eternals,Crypt of the Eternals.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Crypt of the Eternals.jpg
Cunning Survivor,Cunning Survivor.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Cunning Survivor.jpg
Dagger of the Worthy,Dagger of the Worthy.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Dagger of the Worthy.jpg
Dauntless Aven,Dauntless Aven.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Dauntless Aven.jpg
Defiant Khenra,Defiant Khenra.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Defiant Khenra.jpg
Desert of the Fervent,Desert of the Fervent.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Desert of the Fervent.jpg
Desert of the Glorified,Desert of the Glorified.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Desert of the Glorified.jpg
Desert of the Indomitable,Desert of the Indomitable.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Desert of the Indomitable.jpg
Desert of the Mindful,Desert of the Mindful.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Desert of the Mindful.jpg
Desert of the True,Desert of the True.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Desert of the True.jpg
Desert's Hold,Desert's Hold.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Desert's Hold.jpg
Devotee of Strength,Devotee of Strength.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Devotee of Strength.jpg
Doomfall,Doomfall.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Doomfall.jpg
Dune Diviner,Dune Diviner.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Dune Diviner.jpg
Dunes of the Dead,Dunes of the Dead.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Dunes of the Dead.jpg
Dutiful Servants,Dutiful Servants.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Dutiful Servants.jpg
Eternal of Harsh Truths,Eternal of Harsh Truths.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Eternal of Harsh Truths.jpg
Fervent Paincaster,Fervent Paincaster.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Fervent Paincaster.jpg
Forest,Forest.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Forest.jpg
Frilled Sandwalla,Frilled Sandwalla.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Frilled Sandwalla.jpg
Gideon's Defeat,Gideon's Defeat.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Gideon's Defeat.jpg
Gift of Strength,Gift of Strength.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Gift of Strength.jpg
Gilded Cerodon,Gilded Cerodon.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Gilded Cerodon.jpg
Graven Abomination,Graven Abomination.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Graven Abomination.jpg
Grisly Survivor,Grisly Survivor.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Grisly Survivor.jpg
Harrier Naga,Harrier Naga.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Harrier Naga.jpg
Hope Tender,Hope Tender.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Hope Tender.jpg
Hour of Revelation,Hour of Revelation.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Hour of Revelation.jpg
Ifnir Deadlands,Ifnir Deadlands.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Ifnir Deadlands.jpg
Imaginary Threats,Imaginary Threats.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Imaginary Threats.jpg
Ipnu Rivulet,Ipnu Rivulet.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Ipnu Rivulet.jpg
Island,Island.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Island.jpg
Jace's Defeat,Jace's Defeat.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Jace's Defeat.jpg
Khenra Eternal,Khenra Eternal.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Khenra Eternal.jpg
Kindled Fury,Kindled Fury.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Kindled Fury.jpg
Life Goes On,Life Goes On.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Life Goes On.jpg
Liliana's Defeat,Liliana's Defeat.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Liliana's Defeat.jpg
Lurching Rotbeast,Lurching Rotbeast.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Lurching Rotbeast.jpg
Magmaroth,Magmaroth.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Magmaroth.jpg
Manalith,Manalith.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Manalith.jpg
Manticore Eternal,Manticore Eternal.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Manticore Eternal.jpg
Merciless Eternal,Merciless Eternal.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Merciless Eternal.jpg
Moaning Wall,Moaning Wall.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Moaning Wall.jpg
Mountain,Mountain.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Mountain.jpg
Mummy Paramount,Mummy Paramount.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Mummy Paramount.jpg
"Nicol Bolas, the Deceiver","Nicol Bolas, the Deceiver.jpg",Hour of Devastation,"data\Hour of Devastation\imgs\Nicol Bolas, the Deceiver.jpg"
Nissa's Defeat,Nissa's Defeat.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Nissa's Defeat.jpg
Nissa's Encouragement,Nissa's Encouragement.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Nissa's Encouragement.jpg
"Nissa, Genesis Mage","Nissa, Genesis Mage.jpg",Hour of Devastation,"data\Hour of Devastation\imgs\Nissa, Genesis Mage.jpg"
Oasis Ritualist,Oasis Ritualist.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Oasis Ritualist.jpg
Oketra's Avenger,Oketra's Avenger.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Oketra's Avenger.jpg
Ominous Sphinx,Ominous Sphinx.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Ominous Sphinx.jpg
Open Fire,Open Fire.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Open Fire.jpg
Overcome,Overcome.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Overcome.jpg
Plains,Plains.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Plains.jpg
Proven Combatant,Proven Combatant.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Proven Combatant.jpg
Puncturing Blow,Puncturing Blow.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Puncturing Blow.jpg
Quarry Beetle,Quarry Beetle.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Quarry Beetle.jpg
Rampaging Hippo,Rampaging Hippo.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Rampaging Hippo.jpg
Ramunap Ruins,Ramunap Ruins.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Ramunap Ruins.jpg
Razaketh's Rite,Razaketh's Rite.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Razaketh's Rite.jpg
Resolute Survivors,Resolute Survivors.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Resolute Survivors.jpg
Rhonas's Stalwart,Rhonas's Stalwart.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Rhonas's Stalwart.jpg
Riddleform,Riddleform.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Riddleform.jpg
Sand Strangler,Sand Strangler.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Sand Strangler.jpg
Sandblast,Sandblast.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Sandblast.jpg
Saving Grace,Saving Grace.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Saving Grace.jpg
Seer of the Last Tomorrow,Seer of the Last Tomorrow.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Seer of the Last Tomorrow.jpg
Shefet Dunes,Shefet Dunes.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Shefet Dunes.jpg
Sidewinder Naga,Sidewinder Naga.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Sidewinder Naga.jpg
Sifter Wurm,Sifter Wurm.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Sifter Wurm.jpg
Sinuous Striker,Sinuous Striker.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Sinuous Striker.jpg
Solitary Camel,Solitary Camel.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Solitary Camel.jpg
Spellweaver Eternal,Spellweaver Eternal.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Spellweaver Eternal.jpg
Steward of Solidarity,Steward of Solidarity.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Steward of Solidarity.jpg
Strategic Plannin,Strategic Planning.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Strategic Planning.jpg
Striped Riverwinder,Striped Riverwinder.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Striped Riverwinder.jpg
Sunscourge Champion,Sunscourge Champion.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Sunscourge Champion.jpg
Supreme Will,Supreme Will.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Supreme Will.jpg
Survivors' Encampment,Survivors' Encampment.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Survivors' Encampment.jpg
Swam,Swamp.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Swamp.jpg
Tenacious Hunter,Tenacious Hunter.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Tenacious Hunter.jpg
Thorned Moloch,Thorned Moloch.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Thorned Moloch.jpg
Torment of Scarabs,Torment of Scarabs.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Torment of Scarabs.jpg
Tragic Lesson,Tragic Lesson.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Tragic Lesson.jpg
Traveler's Amulet,Traveler's Amulet.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Traveler's Amulet.jpg
Unconventional Tactics,Unconventional Tactics.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Unconventional Tactics.jpg
Unquenchable Thirst,Unquenchable Thirst.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Unquenchable Thirst.jpg
Unraveling Mummy,Unraveling Mummy.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Unraveling Mummy.jpg
Vile Manifestation,Vile Manifestation.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Vile Manifestation.jpg
Visage of Bolas,Visage of Bolas.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Visage of Bolas.jpg
Vizier of the Anointed,Vizier of the Anointed.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Vizier of the Anointed.jpg
Vizier of the True,Vizier of the True.jpg,Hour of Devastation,data\Hour of Devastation\imgs\Vizier of the True.jpg
